Platform,ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR (%),CPC,CPM,CPA,Reporting_Start_Year,Reporting_Start_Month,Reporting_Start_Weekday,Reporting_End_Year,Reporting_End_Month,Reporting_End_Weekday,Row_ID,DataQuality
,780498,22/08/2017,22/08/2017,936,116218,30-34,F,64,65,68,13621,3,4.090000033,1,0,0.02%,136.33%,30.03%,409.00%,,,,,,,,
,780511,23/08/2017,23/08/2017,936,116220,30-34,F,63,65,66,6175,1,1.370000005,2,1,0.02%,137.00%,22.19%,68.50%,,,,,,,,
,780629,24/08/2017,24/08/2017,936,116240,30-34,F,28,34,34,2963,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780653,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,35,9076,1,1.379999995,1,1,0.01%,138.00%,15.20%,138.00%,,,,,,,,
,780655,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,34,20941,4,5.909999967,1,1,0.02%,147.75%,28.22%,591.00%,,,,,,,,
,780666,24/08/2017,24/08/2017,936,116246,45-49,F,10,13,13,3462,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780681,24/08/2017,24/08/2017,936,116248,30-34,F,26,29,29,4073,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780700,18/08/2017,18/08/2017,936,116252,30-34,F,27,33,30,3745,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780748,18/08/2017,18/08/2017,936,116265,30-34,F,24,26,28,830,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780759,18/08/2017,18/08/2017,936,116267,45-49,F,18,24,22,2912,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,780760,24/08/2017,24/08/2017,936,116267,45-49,F,18,23,22,17167,5,6.910000086,1,0,0.03%,138.20%,40.25%,691.00%,,,,,,,,
,780797,24/08/2017,24/08/2017,936,116273,30-34,F,22,25,25,24491,7,9.539999962,1,0,0.03%,136.29%,38.95%,954.00%,,,,,,,,
,780799,23/08/2017,23/08/2017,936,116273,30-34,F,22,24,26,44699,13,17.30000037,2,0,0.03%,133.08%,38.70%,865.00%,,,,,,,,
,780821,23/08/2017,23/08/2017,936,116277,30-34,F,23,24,25,6469,2,1.309999943,1,0,0.03%,65.50%,20.25%,131.00%,,,,,,,,
,780830,23/08/2017,23/08/2017,936,116279,45-49,F,16,17,17,16053,3,4.079999924,1,1,0.02%,136.00%,25.42%,408.00%,,,,,,,,
,780835,23/08/2017,23/08/2017,936,116279,45-49,F,16,21,21,54724,12,17.92999995,1,1,0.02%,149.42%,32.76%,1793.00%,,,,,,,,
,780867,23/08/2017,23/08/2017,936,116285,30-34,F,21,27,26,4706,1,1.220000029,1,0,0.02%,122.00%,25.92%,122.00%,,,,,,,,
,780974,23/08/2017,23/08/2017,936,116303,40-44,F,32,38,36,8316,3,4.569999933,1,1,0.04%,152.33%,54.95%,457.00%,,,,,,,,
,781066,23/08/2017,23/08/2017,936,116323,40-44,F,22,26,25,5794,2,2.269999981,1,0,0.03%,113.50%,39.18%,227.00%,,,,,,,,
,781114,23/08/2017,23/08/2017,936,116331,40-44,F,18,24,22,4813,1,1.029999971,1,0,0.02%,103.00%,21.40%,103.00%,,,,,,,,
,781159,23/08/2017,23/08/2017,936,116339,40-44,F,10,15,11,85285,26,36.13000035,1,0,0.03%,138.96%,42.36%,3613.00%,,,,,,,,
,781162,21/08/2017,21/08/2017,936,116339,40-44,F,10,11,13,5839,1,1.370000005,1,0,0.02%,137.00%,23.46%,137.00%,,,,,,,,
,781175,21/08/2017,21/08/2017,936,116341,40-44,F,15,16,21,5859,1,1.539999962,1,0,0.02%,154.00%,26.28%,154.00%,,,,,,,,
,781187,18/08/2017,18/08/2017,936,116343,40-44,F,16,22,19,164118,41,59.06999993,1,0,0.02%,144.07%,35.99%,5907.00%,,,,,,,,
,781195,18/08/2017,18/08/2017,936,116345,35-39,F,63,67,69,18234,6,7.810000062,1,0,0.03%,130.17%,42.83%,781.00%,,,,,,,,
,781207,18/08/2017,18/08/2017,936,116347,35-39,F,64,67,70,2755,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781303,19/08/2017,19/08/2017,936,116363,35-39,F,27,29,30,73676,20,28.5,1,0,0.03%,142.50%,38.68%,2850.00%,,,,,,,,
,781305,19/08/2017,19/08/2017,936,116363,35-39,F,27,30,28,18421,7,10.07999992,1,0,0.04%,144.00%,54.72%,1008.00%,,,,,,,,
,781327,19/08/2017,19/08/2017,936,116367,35-39,F,29,35,35,164754,49,67.97999978,2,1,0.03%,138.73%,41.26%,3399.00%,,,,,,,,
,781353,19/08/2017,19/08/2017,936,116371,35-39,F,10,13,15,7449,1,1.639999986,1,1,0.01%,164.00%,22.02%,164.00%,,,,,,,,
,781354,19/08/2017,19/08/2017,936,116371,35-39,F,10,14,16,6424,1,0.529999971,1,0,0.02%,53.00%,8.25%,53.00%,,,,,,,,
,781438,18/08/2017,18/08/2017,936,116385,30-34,M,63,65,68,2086,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781470,18/08/2017,18/08/2017,936,116391,35-39,M,16,17,18,6016,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781499,18/08/2017,18/08/2017,936,116395,35-39,M,15,21,20,6412,1,1.370000005,1,0,0.02%,137.00%,21.37%,137.00%,,,,,,,,
,781508,24/08/2017,24/08/2017,936,116397,30-34,F,63,68,64,5040,1,1.440000057,1,0,0.02%,144.00%,28.57%,144.00%,,,,,,,,
,781556,24/08/2017,24/08/2017,936,116405,30-34,F,32,37,36,1772,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781559,18/08/2017,18/08/2017,936,116405,30-34,F,32,38,34,1783,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781606,18/08/2017,18/08/2017,936,116413,35-39,M,20,21,24,8200,3,3.919999957,1,0,0.04%,130.67%,47.80%,392.00%,,,,,,,,
,781690,18/08/2017,18/08/2017,936,116427,45-49,F,26,28,30,115896,38,49.44000006,1,0,0.03%,130.11%,42.66%,4944.00%,,,,,,,,
,781811,18/08/2017,18/08/2017,936,116447,35-39,F,16,17,22,10186,1,1.230000019,1,1,0.01%,123.00%,12.08%,123.00%,,,,,,,,
,781857,18/08/2017,18/08/2017,936,116455,30-34,M,20,21,24,9134,3,4.180000067,2,0,0.03%,139.33%,45.76%,209.00%,,,,,,,,
,781858,18/08/2017,18/08/2017,936,116455,30-34,M,20,25,22,3385,1,1.440000057,1,1,0.03%,144.00%,42.54%,144.00%,,,,,,,,
,781907,19/08/2017,19/08/2017,936,116463,45-49,F,21,27,23,1314,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781928,19/08/2017,19/08/2017,936,116467,30-34,M,18,21,22,2916,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781929,20/08/2017,20/08/2017,936,116467,30-34,M,18,21,21,6142,1,1.330000043,1,0,0.02%,133.00%,21.65%,133.00%,,,,,,,,
,781950,20/08/2017,20/08/2017,936,116471,30-34,F,20,26,21,1984,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,781999,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,29,9142,3,3.749999881,1,0,0.03%,125.00%,41.02%,375.00%,,,,,,,,
,782001,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,28,5475,2,2.730000019,1,1,0.04%,136.50%,49.86%,273.00%,,,,,,,,
,782022,20/08/2017,20/08/2017,936,116483,30-34,F,18,24,20,8254,2,2.320000052,1,1,0.02%,116.00%,28.11%,232.00%,,,,,,,,
,782026,21/08/2017,21/08/2017,936,116483,30-34,F,18,24,20,5704,1,1.320000052,1,0,0.02%,132.00%,23.14%,132.00%,,,,,,,,
,782130,21/08/2017,21/08/2017,936,116501,30-34,F,16,18,21,7301,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782134,21/08/2017,21/08/2017,936,116501,30-34,F,16,19,21,37873,5,6.169999957,1,1,0.01%,123.40%,16.29%,617.00%,,,,,,,,
,782135,20/08/2017,20/08/2017,936,116501,30-34,F,16,20,17,25267,4,4.940000057,2,1,0.02%,123.50%,19.55%,247.00%,,,,,,,,
,782171,20/08/2017,20/08/2017,936,116507,30-34,F,30,31,32,535,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782180,19/08/2017,19/08/2017,936,116509,30-34,M,29,34,30,3396,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782219,19/08/2017,19/08/2017,936,116515,30-34,M,26,27,32,977,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782228,19/08/2017,19/08/2017,936,116517,40-44,F,63,64,66,12318,5,6.340000153,1,1,0.04%,126.80%,51.47%,634.00%,,,,,,,,
,782242,19/08/2017,19/08/2017,936,116519,30-34,F,28,34,31,4783,1,0.860000014,1,0,0.02%,86.00%,17.98%,86.00%,,,,,,,,
,782275,19/08/2017,19/08/2017,936,116525,30-34,F,29,31,30,6475,1,1.350000024,1,0,0.02%,135.00%,20.85%,135.00%,,,,,,,,
,782337,20/08/2017,20/08/2017,936,116535,45-49,F,16,18,19,104578,29,39.25000095,1,1,0.03%,135.34%,37.53%,3925.00%,,,,,,,,
,782407,20/08/2017,20/08/2017,936,116547,45-49,F,10,12,11,33664,11,12.51000035,1,0,0.03%,113.73%,37.16%,1251.00%,,,,,,,,
,782443,20/08/2017,20/08/2017,936,116553,40-44,F,20,25,24,979,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782541,20/08/2017,20/08/2017,936,116569,40-44,F,28,29,30,7337,3,4.079999924,1,0,0.04%,136.00%,55.61%,408.00%,,,,,,,,
,782587,18/08/2017,18/08/2017,936,116577,30-34,M,10,13,16,2499,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782647,18/08/2017,18/08/2017,936,116587,40-44,F,27,33,30,11244,3,4.550000191,1,0,0.03%,151.67%,40.47%,455.00%,,,,,,,,
,782658,23/08/2017,23/08/2017,936,116589,30-34,M,15,17,19,4827,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782694,23/08/2017,23/08/2017,936,116595,35-39,F,29,31,35,29035,7,8.910000086,2,2,0.02%,127.29%,30.69%,445.50%,,,,,,,,
,782706,23/08/2017,23/08/2017,936,116597,35-39,F,30,32,32,761,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,782754,23/08/2017,23/08/2017,936,116605,35-39,F,26,31,32,6532,1,1.610000014,1,0,0.02%,161.00%,24.65%,161.00%,,,,,,,,
,782815,23/08/2017,23/08/2017,936,116615,40-44,F,10,16,15,11537,3,4.300000191,1,0,0.03%,143.33%,37.27%,430.00%,,,,,,,,
,782816,23/08/2017,23/08/2017,936,116615,40-44,F,10,13,11,12183,3,2.869999945,1,0,0.02%,95.67%,23.56%,287.00%,,,,,,,,
,782862,23/08/2017,23/08/2017,936,116623,35-39,F,64,70,67,5912,1,1.559999943,1,1,0.02%,156.00%,26.39%,156.00%,,,,,,,,
,950068,23/08/2017,23/08/2017,936,123438,30-34,M,10,12,13,4012,1,1.570000052,1,0,0.02%,157.00%,39.13%,157.00%,,,,,,,,
,950078,22/08/2017,22/08/2017,936,123440,30-34,M,16,22,17,12396,2,3.210000038,2,1,0.02%,160.50%,25.90%,160.50%,,,,,,,,
,950079,22/08/2017,22/08/2017,936,123440,30-34,M,16,20,22,3142,0,0,2,2,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950099,22/08/2017,22/08/2017,936,123443,30-34,M,18,23,23,1120,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950109,22/08/2017,22/08/2017,936,123445,30-34,M,20,24,22,343,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950170,22/08/2017,22/08/2017,936,123455,30-34,M,15,19,16,1720,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950179,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,3423,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950182,22/08/2017,22/08/2017,936,123457,30-34,M,16,20,19,3242,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950183,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,15720,1,1.379999995,1,0,0.01%,138.00%,8.78%,138.00%,,,,,,,,
,950200,22/08/2017,22/08/2017,936,123460,30-34,M,10,13,15,1217,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950224,22/08/2017,22/08/2017,936,123464,40-44,M,20,21,23,2367,2,2.839999914,1,1,0.08%,142.00%,119.98%,284.00%,,,,,,,,
,950326,22/08/2017,22/08/2017,936,123481,35-39,M,16,19,22,6607,1,1.320000052,2,0,0.02%,132.00%,19.98%,66.00%,,,,,,,,
,950345,23/08/2017,23/08/2017,936,123484,30-34,M,64,66,65,616,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950452,23/08/2017,23/08/2017,936,123502,45-49,M,16,22,22,5537,1,1.519999981,1,0,0.02%,152.00%,27.45%,152.00%,,,,,,,,
,950463,19/08/2017,19/08/2017,936,123504,45-49,M,15,19,18,818,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950495,19/08/2017,19/08/2017,936,123509,45-49,M,21,25,25,1909,1,0.980000019,1,0,0.05%,98.00%,51.34%,98.00%,,,,,,,,
,950521,18/08/2017,18/08/2017,936,123514,30-34,M,21,27,25,351,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950531,19/08/2017,19/08/2017,936,123515,45-49,M,22,24,26,572,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950537,19/08/2017,19/08/2017,936,123516,40-44,M,36,41,40,1884,1,1.409999967,1,0,0.05%,141.00%,74.84%,141.00%,,,,,,,,
,950550,19/08/2017,19/08/2017,936,123519,30-34,M,30,35,36,219,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950577,19/08/2017,19/08/2017,936,123523,30-34,M,32,38,34,540,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950578,19/08/2017,19/08/2017,936,123523,30-34,M,32,37,37,550,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950595,18/08/2017,18/08/2017,936,123526,30-34,M,26,30,31,465,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950609,18/08/2017,18/08/2017,936,123528,30-34,M,29,31,35,1761,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950629,23/08/2017,23/08/2017,936,123532,30-34,M,65,67,68,152,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950631,23/08/2017,23/08/2017,936,123532,30-34,M,65,70,70,152,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950649,23/08/2017,23/08/2017,936,123535,30-34,M,64,67,70,429,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950745,18/08/2017,18/08/2017,936,123551,30-34,M,29,32,31,1514,0,0,2,2,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950770,18/08/2017,18/08/2017,936,123555,30-34,M,28,31,30,7780,3,4.329999924,2,2,0.04%,144.33%,55.66%,216.50%,,,,,,,,
,950772,18/08/2017,18/08/2017,936,123556,35-39,M,28,30,33,460,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950773,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,471,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950776,18/08/2017,18/08/2017,936,123556,35-39,M,28,29,32,2633,1,1.070000052,1,0,0.04%,107.00%,40.64%,107.00%,,,,,,,,
,950787,18/08/2017,18/08/2017,936,123558,30-34,M,27,32,30,199,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950808,22/08/2017,22/08/2017,936,123562,35-39,M,32,33,38,398,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950839,22/08/2017,22/08/2017,936,123567,30-34,M,24,29,25,246,0,0,2,2,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,950878,19/08/2017,19/08/2017,936,123573,40-44,M,10,11,15,2967,1,1.5,1,1,0.03%,150.00%,50.56%,150.00%,,,,,,,,
,950969,19/08/2017,19/08/2017,936,123588,45-49,M,36,38,40,255,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951021,19/08/2017,19/08/2017,936,123597,30-34,F,7,13,9,457,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951033,19/08/2017,19/08/2017,936,123599,30-34,F,10,13,13,5517,1,1.230000019,1,0,0.02%,123.00%,22.29%,123.00%,,,,,,,,
,951035,19/08/2017,19/08/2017,936,123599,30-34,F,10,15,12,1539,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951043,19/08/2017,19/08/2017,936,123601,30-34,F,16,22,17,3189,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951045,19/08/2017,19/08/2017,936,123601,30-34,F,16,20,21,3348,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951046,19/08/2017,19/08/2017,936,123601,30-34,F,16,18,17,20050,4,4.659999847,4,1,0.02%,116.50%,23.24%,116.50%,,,,,,,,
,951102,19/08/2017,19/08/2017,936,123611,45-49,M,16,18,19,2254,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951105,19/08/2017,19/08/2017,936,123611,45-49,M,16,20,21,5894,1,1.539999962,1,1,0.02%,154.00%,26.13%,154.00%,,,,,,,,
,951133,18/08/2017,18/08/2017,936,123616,35-39,M,16,21,19,9948,2,2.720000029,2,0,0.02%,136.00%,27.34%,136.00%,,,,,,,,
,951202,18/08/2017,18/08/2017,936,123627,45-49,F,26,29,28,5307,3,4.289999962,2,1,0.06%,143.00%,80.84%,214.50%,,,,,,,,
,951225,18/08/2017,18/08/2017,936,123631,35-39,F,22,28,28,4621,2,3.25,1,1,0.04%,162.50%,70.33%,325.00%,,,,,,,,
,951270,18/08/2017,18/08/2017,936,123639,35-39,F,18,21,19,784,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951282,18/08/2017,18/08/2017,936,123641,35-39,F,16,22,17,5775,1,1.580000043,1,1,0.02%,158.00%,27.36%,158.00%,,,,,,,,
,951285,19/08/2017,19/08/2017,936,123641,35-39,F,16,20,20,9297,2,2.619999886,2,1,0.02%,131.00%,28.18%,131.00%,,,,,,,,
,951294,19/08/2017,19/08/2017,936,123643,35-39,F,15,16,17,699,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951305,19/08/2017,19/08/2017,936,123644,35-39,F,10,12,13,1104,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951334,18/08/2017,18/08/2017,936,123649,30-34,F,64,70,69,3717,1,1.539999962,1,0,0.03%,154.00%,41.43%,154.00%,,,,,,,,
,951391,19/08/2017,19/08/2017,936,123659,30-34,F,28,29,33,2879,1,1.590000033,2,2,0.03%,159.00%,55.23%,79.50%,,,,,,,,
,951392,20/08/2017,20/08/2017,936,123659,30-34,F,28,31,32,2749,1,1.389999986,1,0,0.04%,139.00%,50.56%,139.00%,,,,,,,,
,951400,21/08/2017,21/08/2017,936,123660,45-49,F,10,12,15,24028,9,12.39000034,2,0,0.04%,137.67%,51.56%,619.50%,,,,,,,,
,951402,21/08/2017,21/08/2017,936,123661,30-34,F,29,32,31,1118,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951413,21/08/2017,21/08/2017,936,123662,30-34,F,26,29,27,1083,0,0,2,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951420,21/08/2017,21/08/2017,936,123664,30-34,F,27,33,32,843,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951444,21/08/2017,21/08/2017,936,123668,30-34,F,25,28,26,2983,1,0.970000029,1,0,0.03%,97.00%,32.52%,97.00%,,,,,,,,
,951448,22/08/2017,22/08/2017,936,123668,30-34,F,25,30,28,696,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951462,21/08/2017,21/08/2017,936,123671,45-49,F,16,20,19,7589,2,3.150000095,1,1,0.03%,157.50%,41.51%,315.00%,,,,,,,,
,951464,21/08/2017,21/08/2017,936,123671,45-49,F,16,17,21,20997,10,11.94999981,1,0,0.05%,119.50%,56.91%,1195.00%,,,,,,,,
,951465,21/08/2017,21/08/2017,936,123671,45-49,F,16,18,17,4617,1,1.360000014,1,0,0.02%,136.00%,29.46%,136.00%,,,,,,,,
,951498,21/08/2017,21/08/2017,936,123677,45-49,F,20,22,21,259,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951508,21/08/2017,21/08/2017,936,123678,30-34,F,18,21,22,1134,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951542,20/08/2017,20/08/2017,936,123684,40-44,F,27,32,28,357,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951607,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,15,848,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951608,20/08/2017,20/08/2017,936,123695,40-44,F,10,15,13,3149,1,1.480000019,1,0,0.03%,148.00%,47.00%,148.00%,,,,,,,,
,951641,20/08/2017,20/08/2017,936,123700,40-44,F,2,4,7,87,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951677,20/08/2017,20/08/2017,936,123706,35-39,F,27,28,31,2563,1,1.480000019,1,0,0.04%,148.00%,57.74%,148.00%,,,,,,,,
,951692,21/08/2017,21/08/2017,936,123709,35-39,F,10,15,14,1107,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951715,20/08/2017,20/08/2017,936,123713,45-49,F,64,65,65,10677,5,7.269999981,1,0,0.05%,145.40%,68.09%,727.00%,,,,,,,,
,951756,20/08/2017,20/08/2017,936,123720,35-39,F,22,25,26,2189,1,0.409999996,1,0,0.05%,41.00%,18.73%,41.00%,,,,,,,,
,951779,20/08/2017,20/08/2017,936,123723,45-49,F,27,32,29,3277,2,2.680000067,1,0,0.06%,134.00%,81.78%,268.00%,,,,,,,,
,951782,24/08/2017,24/08/2017,936,123724,45-49,F,26,30,29,781,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951810,24/08/2017,24/08/2017,936,123729,35-39,F,16,17,22,2226,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951812,29/08/2017,29/08/2017,936,123729,35-39,F,16,18,18,16274,4,6.079999924,2,0,0.02%,152.00%,37.36%,304.00%,,,,,,,,
,951837,29/08/2017,29/08/2017,936,123733,45-49,F,20,23,23,2077,1,1.50999999,1,1,0.05%,151.00%,72.70%,151.00%,,,,,,,,
,951853,29/08/2017,29/08/2017,936,123736,30-34,F,20,23,25,529,0,0,0,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951854,25/08/2017,25/08/2017,936,123736,30-34,F,20,26,25,487,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,951856,25/08/2017,25/08/2017,936,123736,30-34,F,20,23,21,4626,2,2.099999905,2,0,0.04%,105.00%,45.40%,105.00%,,,,,,,,
,951941,25/08/2017,25/08/2017,936,123750,30-34,F,28,33,34,2764,1,1.559999943,1,1,0.04%,156.00%,56.44%,156.00%,,,,,,,,
,952001,25/08/2017,25/08/2017,936,123760,45-49,F,10,12,13,5447,2,2.960000038,1,0,0.04%,148.00%,54.34%,296.00%,,,,,,,,
,952031,25/08/2017,25/08/2017,936,123765,40-44,F,16,17,17,28169,8,12.36999989,1,1,0.03%,154.62%,43.91%,1237.00%,,,,,,,,
,952080,29/08/2017,29/08/2017,936,123774,40-44,F,27,30,30,415,0,0,1,0,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,952100,29/08/2017,29/08/2017,936,123777,35-39,F,29,31,30,810,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,1121091,28/08/2017,28/08/2017,1178,144531,30-34,M,10,11,15,1194718,141,254.049996,28,14,0.01%,180.18%,21.26%,907.32%,,,,,,,,
,1121092,28/08/2017,28/08/2017,1178,144531,30-34,M,10,12,11,637648,67,122.4,13,5,0.01%,182.69%,19.20%,941.54%,,,,,,,,
,1121094,28/08/2017,28/08/2017,1178,144531,30-34,M,10,16,15,24362,0,0,1,1,0.00%,0.00%,0.00%,0.00%,,,,,,,,
,1121095,28/08/2017,28/08/2017,1178,144531,30-34,M,10,16,12,459690,50,86.33000112,5,2,0.01%,172.66%,18.78%,1726.60%,,,,,,,,
,1121096,28/08/2017,28/08/2017,1178,144531,30-34,M,10,11,16,750060,86,161.9099991,11,2,0.01%,188.27%,21.59%,1471.91%,,,,,,,,
,1121097,29/08/2017,29/08/2017,1178,144532,30-34,M,15,18,18,30068,1,1.820000052,1,0,0.00%,182.00%,6.05%,182.00%,,,,,,,,
,1121098,29/08/2017,29/08/2017,1178,144532,30-34,M,15,18,21,1267550,123,236.7699986,24,10,0.01%,192.50%,18.68%,986.54%,,,,,,,,
,1121100,29/08/2017,29/08/2017,1178,144532,30-34,M,15,20,17,3052003,340,639.9499981,60,17,0.01%,188.22%,20.97%,1066.58%,,,,,,,,
,1121101,28/08/2017,28/08/2017,1178,144532,30-34,M,15,17,21,29945,1,1.590000033,2,1,0.00%,159.00%,5.31%,79.50%,,,,,,,,
,1121102,25/08/2017,25/08/2017,1178,144532,30-34,M,15,18,20,357856,30,52.97000015,7,3,0.01%,176.57%,14.80%,756.71%,,,,,,,,
,1121104,25/08/2017,25/08/2017,1178,144533,30-34,M,16,20,20,2080666,202,360.1500015,40,21,0.01%,178.29%,17.31%,900.38%,,,,,,,,
,1121105,26/08/2017,26/08/2017,1178,144533,30-34,M,16,22,19,145999,9,16.5200001,5,2,0.01%,183.56%,11.32%,330.40%,,,,,,,,
,1121107,26/08/2017,26/08/2017,1178,144533,30-34,M,16,17,19,32616,1,1.539999962,2,0,0.00%,154.00%,4.72%,77.00%,,,,,,,,
,1121108,26/08/2017,26/08/2017,1178,144533,30-34,M,16,20,18,984521,95,163.8999972,26,14,0.01%,172.53%,16.65%,630.38%,,,,,,,,
,1121110,26/08/2017,26/08/2017,1178,144534,30-34,M,18,20,22,880814,123,210.3600006,6,2,0.01%,171.02%,23.88%,3506.00%,,,,,,,,
,1121111,26/08/2017,26/08/2017,1178,144534,30-34,M,18,19,21,182452,20,35.73000026,4,1,0.01%,178.65%,19.58%,893.25%,,,,,,,,
,1121113,27/08/2017,27/08/2017,1178,144534,30-34,M,18,24,24,894911,120,215.8399994,7,4,0.01%,179.87%,24.12%,3083.43%,,,,,,,,
,1121114,27/08/2017,27/08/2017,1178,144534,30-34,M,18,23,23,31349,2,3.800000072,1,0,0.01%,190.00%,12.12%,380.00%,,,,,,,,
,1121115,26/08/2017,26/08/2017,1178,144535,30-34,M,19,21,21,410310,55,96.80000055,3,0,0.01%,176.00%,23.59%,3226.67%,,,,,,,,
,1121116,26/08/2017,26/08/2017,1178,144535,30-34,M,19,20,24,572450,89,157.329998,7,4,0.02%,176.78%,27.48%,2247.57%,,,,,,,,
